Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Project url,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Labels,Description,Environment,Watchers,Watchers,Watchers,Watchers Id,Watchers Id,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Cloners),Outward issue link (Cloners),Inward issue link (Defect),Inward issue link (Depend),Attachment,Attachment,Attachment,Custom field (1. Reason for Change),Custom field (2. Parties Impacted),Custom field (3. Work Instructions Affected),Custom field (4. Training Plan Required),Custom field (Acceptance Criteria),Custom field (Acceptance Test(s)),Custom field (Additional Guidance),Custom field (Affected services),Custom field (Approvals),Custom field (Attachment count),Custom field (Begin Date),Custom field (Bug Description (with template)),Custom field (Bugs of Epic count),Custom field (Bugs of Epic in Done status category count),Custom field (Bugs of Epic in In Progress status category count),Custom field (Bugs of Epic in To Do status category count),Custom field (CVSS),Custom field (CWE),Custom field (Category),Custom field (Category - Root Cause),Custom field (Change Type),Custom field (Checklist Completed),Custom field (Checklist Content YAML),Custom field (Checklist Progress),Custom field (Checklist Progress %),Custom field (Checklist Text),Custom field (Checklist Text (view-only)),Custom field (Children of Epic count),Custom field (Children of Epic in Done status category count),Custom field (Children of Epic in In Progress status category count),Custom field (Children of Epic in To Do status category count),Custom field (Cloud Platform),Custom field (Cloud Project),Custom field (Comment count),Custom field (Date Implemented),Custom field (Definition of Done),Custom field (Definition of Done),Custom field (Description (with template)),Custom field (Development),Custom field (DoD),Custom field (Domain),Custom field (End Date),Custom field (Epic Color),Custom field (Epic Link),Epic Link Summary,Custom field (Epic Name),Custom field (Epic Status),Custom field (Expected Result),Custom field (External issue ID),Custom field (Goals),Custom field (Inherent impact),Custom field (Inherent probability),Custom field (Inherent risk),Custom field (Issue color),Custom field (Issue link count),Custom field (Link),Custom field (Link to Aha),Custom field (Locked forms),Custom field (Neurio Project),Custom field (Neurio Team),Custom field (Observed Result),Custom field (Open forms),Custom field (PWRfleet Bug Template),Custom field (Parent Link),Custom field (Persona),Custom field (Project overview key),Custom field (Project overview status),Custom field (Rank),Custom field (Remaining Story Points),Custom field (Remaining story points),Custom field (Remaining story points),Custom field (Remaining story points),Custom field (Remaining story points),Custom field (Repository URL),Custom field (Request Type),Custom field (Request language),Custom field (Request participants),Custom field (Residual impact),Custom field (Residual probability),Custom field (Residual risk),Custom field (Responders),Custom field (Revision),Custom field (Risk updated),Custom field (Risk updated by),Satisfaction rating,Custom field (Satisfaction date),Custom field (Security Vulnerability Type),Custom field (Sentiment),Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Custom field (Start date),Custom field (Steps To Reproduce),Custom field (Stories of Epic count),Custom field (Stories of Epic in Done status category count),Custom field (Stories of Epic in In Progress status category count),Custom field (Stories of Epic in To Do status category count),Custom field (Story Points),Custom field (Story Points),Custom field (Story Points),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Subtask count),Custom field (Subtype),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Time to first response),Custom field (Time to resolution),Custom field (Total forms),Custom field (Triaged),Custom field (Tshirt Size),Custom field (Updated by users count),Custom field (User Story),Custom field (Vulnerability),Custom field (WizID),Custom field (Work category),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Comment,Comment,Comment,Comment,Parent,Parent summary,Status Category,Status Category Changed
(Test Spec) add CT on 24V pwr talk,CTET-5235,82472,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,11/Sep/24 1:10 PM,12/Sep/24 12:02 PM,18/Sep/24 8:40 AM,12/Sep/24 12:00 PM,,0,,,,dan.saft,Erich Beyer,,712020:7f94a73c-76ef-4e49-955f-0610691041b5,712020:b063ae4d-b604-4c62-856d-f0138b203869,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@351dc044,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,1.0,,,,,{},,,,,CTET-5208,Manta PCBA NPI 2 - Create Electrical Test Spec,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07dkh:,,,,,,,,,,,,,,,,,,,,,CTET 91124,,,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,1.0,,,,,,10000_*:*_1_*:*_82146857_*|*_10001_*:*_1_*:*_0,12/Sep/24 12:02 PM;712020:7f94a73c-76ef-4e49-955f-0610691041b5;added to test spec 9 because it is around the 24V circuit already,,,,82444,Manta PCBA NPI 2 - Create Electrical Test Spec,Done,12/Sep/24 12:00 PM
(Test Spec) confirm L1 and gen circuit for rectifier and fuse,CTET-5234,82471,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,11/Sep/24 1:10 PM,12/Sep/24 12:00 PM,18/Sep/24 8:40 AM,12/Sep/24 12:00 PM,,0,,,,dan.saft,Erich Beyer,,712020:7f94a73c-76ef-4e49-955f-0610691041b5,712020:b063ae4d-b604-4c62-856d-f0138b203869,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@137be9ee,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,2.0,,,,,{},,,,,CTET-5208,Manta PCBA NPI 2 - Create Electrical Test Spec,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07dkl:,,,,,,,,,,,,,,,,,,,,,CTET 91124,,,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,1.0,,,,,,3_*:*_1_*:*_69084202_*|*_10000_*:*_1_*:*_13085938_*|*_10001_*:*_1_*:*_0,11/Sep/24 4:48 PM;712020:7f94a73c-76ef-4e49-955f-0610691041b5;This is not implemented. we need a relay that can switch L1 between GRID_LOAD_L1 on the AC INPUT (GRID) Connector (J101 Pin 7) and GEN_L1 on the HV Connector (J113 Pin 7),12/Sep/24 12:00 PM;712020:7f94a73c-76ef-4e49-955f-0610691041b5;added as test spec #1 after removing the only #1 from the NPI1B spec we don't support on this tester,,,82444,Manta PCBA NPI 2 - Create Electrical Test Spec,Done,12/Sep/24 12:00 PM
Manta Estop auto code writing,CTET-5230,82467,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Zeren Zhang,712020:c3da1bcd-6a67-4712-81b1-fec30426dd16,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,11/Sep/24 1:08 PM,13/Sep/24 2:46 PM,18/Sep/24 8:40 AM,13/Sep/24 2:46 PM,,0,,"this is marked as done and working so its either a typo in the test spec or something that is not fully implemented and we need to know what's next. Test Spec 3 for reference

CTET Test Spec:

[https://generacet.atlassian.net/wiki/spaces/CTET/pages/502464888/001+System+Architecture+Manta+NPI+2B|https://generacet.atlassian.net/wiki/spaces/CTET/pages/502464888/001+System+Architecture+Manta+NPI+2B|smart-link]   

Ticket on Manta Firmware's Jira:

[https://generacet.atlassian.net/browse/MANTA-439|https://generacet.atlassian.net/browse/MANTA-439|smart-link] ",,dan.saft,Erich Beyer,,712020:7f94a73c-76ef-4e49-955f-0610691041b5,712020:b063ae4d-b604-4c62-856d-f0138b203869,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@740ae069,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-5208,Manta PCBA NPI 2 - Create Electrical Test Spec,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07dj9:,,,,,,,,,,,,,,,,,,,,,CTET 91124,,,,,,,,,,,,,,,,3.0,,,0.0,,,,,,,,,,2.0,,,,,,10000_*:*_1_*:*_178674088_*|*_10001_*:*_1_*:*_0,,,,,82444,Manta PCBA NPI 2 - Create Electrical Test Spec,Done,13/Sep/24 2:46 PM
Confirm Generator Control and monorting with firmware,CTET-5229,82466,Task,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Christopher Hoseit,712020:f79a7231-7d2a-4f94-aeba-f73d847ed4a9,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,11/Sep/24 1:04 PM,18/Sep/24 8:40 AM,18/Sep/24 8:40 AM,,,0,,"Generator control and monitoring are needed for production. please note control may involve the relay ticket to ensure relay control over CAN

CTET Test Spec:

[https://generacet.atlassian.net/wiki/spaces/CTET/pages/502464888/001+System+Architecture+Manta+NPI+2B|https://generacet.atlassian.net/wiki/spaces/CTET/pages/502464888/001+System+Architecture+Manta+NPI+2B|smart-link]  

Ticket on Manta Firmware's Jira:

[https://generacet.atlassian.net/browse/MANTA-419|https://generacet.atlassian.net/browse/MANTA-419|smart-link] 

[https://generacet.atlassian.net/browse/MANTA-472|https://generacet.atlassian.net/browse/MANTA-472|smart-link] 

[https://generacet.atlassian.net/browse/MANTA-473|https://generacet.atlassian.net/browse/MANTA-473|smart-link] ",,dan.saft,Erich Beyer,Jan Sudra,712020:7f94a73c-76ef-4e49-955f-0610691041b5,712020:b063ae4d-b604-4c62-856d-f0138b203869,712020:22492bfc-b49c-431e-8325-5ce71485936c,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@32dc2a28,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,1.0,,,,,{},,,,,CTET-5208,Manta PCBA NPI 2 - Create Electrical Test Spec,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07djt:,,,,,,,,,,,,,,,,,,,,,CTET 91124,CTET 91824,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,3.0,,,,,2024-09-12 03:34:25.896,,"11/Sep/24 8:34 PM;712020:22492bfc-b49c-431e-8325-5ce71485936c;[~accountid:712020:f79a7231-7d2a-4f94-aeba-f73d847ed4a9]  would you know what the status is on this request? As we discussed earlier today, we have a few others that I will tag you in just now. ",,,,82444,Manta PCBA NPI 2 - Create Electrical Test Spec,To Do,11/Sep/24 1:04 PM
Drive LED Feature Completion with Firmware,CTET-5228,82465,Task,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Christopher Hoseit,712020:f79a7231-7d2a-4f94-aeba-f73d847ed4a9,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,11/Sep/24 1:00 PM,18/Sep/24 8:40 AM,18/Sep/24 8:40 AM,,,0,,"we need to determine if it is critical to test the LEDs on the PCBA. in order to do this we need firmware to finish programming what LED does what operation. if CTET determines it is critical we will add test coverage

CTET Test Spec:

[https://generacet.atlassian.net/wiki/spaces/CTET/pages/502464888/001+System+Architecture+Manta+NPI+2B|https://generacet.atlassian.net/wiki/spaces/CTET/pages/502464888/001+System+Architecture+Manta+NPI+2B|smart-link]  

Ticket on Manta Firmware's Jira:

[https://generacet.atlassian.net/browse/MANTA-418|https://generacet.atlassian.net/browse/MANTA-418|smart-link] ",,dan.saft,Erich Beyer,,712020:7f94a73c-76ef-4e49-955f-0610691041b5,712020:b063ae4d-b604-4c62-856d-f0138b203869,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@3110d3c7,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-5208,Manta PCBA NPI 2 - Create Electrical Test Spec,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07djl:,,,,,,,,,,,,,,,,,,,,,CTET 91124,CTET 91824,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,3.0,,,,,,,,,,,82444,Manta PCBA NPI 2 - Create Electrical Test Spec,To Do,11/Sep/24 1:00 PM
Sync Project Template Folder Structure to Confluence,CTET-5227,82464,Task,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,11/Sep/24 12:58 PM,13/Sep/24 10:57 AM,18/Sep/24 8:40 AM,,,0,,,,Alex Wong,,,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@374d8d03,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-4264,Sharepoint - Update and Organize,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07d1z:,,,,,,,,,,,,,,,,,,,,,CTET 91824,,,,,,,,,,,,,,,,3.0,,,0.0,,,,,,,,,,2.0,,,,,,,,,,,80778,Sharepoint - Update and Organize,To Do,11/Sep/24 12:58 PM
Sync Project Template Folder Structure to Jira,CTET-5226,82463,Task,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,11/Sep/24 12:57 PM,13/Sep/24 10:57 AM,18/Sep/24 8:40 AM,,,0,,,,Alex Wong,,,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2d0f04f5,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-4264,Sharepoint - Update and Organize,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07d1x:,,,,,,,,,,,,,,,,,,,,,CTET 91824,,,,,,,,,,,,,,,,3.0,,,0.0,,,,,,,,,,2.0,,,,,,,,,,,80778,Sharepoint - Update and Organize,To Do,11/Sep/24 12:58 PM
Test Flash over JTAG / CAN,CTET-5225,82462,Task,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Zeren Zhang,712020:c3da1bcd-6a67-4712-81b1-fec30426dd16,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,11/Sep/24 12:57 PM,16/Sep/24 4:15 PM,18/Sep/24 8:40 AM,,,0,,"the flashing process should have a confirmation over JTAG. it would be nice if it works over CAN too. this is test 6 on the test spec. Arun has details on this, please confirm this works and if we need the JTAG pins in the NPI2 fixture or we can solve all of this over CAN

CTET Test Spec:

[https://generacet.atlassian.net/wiki/spaces/CTET/pages/502464888/001+System+Architecture+Manta+NPI+2B|https://generacet.atlassian.net/wiki/spaces/CTET/pages/502464888/001+System+Architecture+Manta+NPI+2B|smart-link]  ",,dan.saft,Erich Beyer,,712020:7f94a73c-76ef-4e49-955f-0610691041b5,712020:b063ae4d-b604-4c62-856d-f0138b203869,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@1cfec765,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-5208,Manta PCBA NPI 2 - Create Electrical Test Spec,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07ekd:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,2.0,,,,,,,,,,,82444,Manta PCBA NPI 2 - Create Electrical Test Spec,To Do,11/Sep/24 12:57 PM
Test estop Can functionality on manta,CTET-5223,82460,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Zeren Zhang,712020:c3da1bcd-6a67-4712-81b1-fec30426dd16,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,11/Sep/24 12:55 PM,13/Sep/24 3:53 PM,18/Sep/24 8:40 AM,13/Sep/24 3:53 PM,,0,,"Estop should have a can message associated with its state. this is listed in test spec 17. please confirm this works and is sufficient for our test. if not please assist in driving a solution via ticket for the firmware team to implement what we need added or fixed

CTET Test Spec:

[https://generacet.atlassian.net/wiki/spaces/CTET/pages/502464888/001+System+Architecture+Manta+NPI+2B|https://generacet.atlassian.net/wiki/spaces/CTET/pages/502464888/001+System+Architecture+Manta+NPI+2B|smart-link]  ",,dan.saft,Erich Beyer,Zeren Zhang,712020:7f94a73c-76ef-4e49-955f-0610691041b5,712020:b063ae4d-b604-4c62-856d-f0138b203869,712020:c3da1bcd-6a67-4712-81b1-fec30426dd16,,,,,,,,,,,,,12/Sep/24 2:40 PM;712020:c3da1bcd-6a67-4712-81b1-fec30426dd16;image-20240912-214028.png;https://neurio.atlassian.net/rest/api/3/attachment/content/51734,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@49ea4042,1.0,,,,,,,,,,,,,,,0.0,,,,,,,,,1.0,,,,,{},,,,,CTET-5208,Manta PCBA NPI 2 - Create Electrical Test Spec,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07dih:,,,,,,,,,,,,,,,,,,,,,CTET 91124,,,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,2.0,,,,,2024-09-12 21:40:36.894,10000_*:*_1_*:*_183475271_*|*_10001_*:*_1_*:*_0,"12/Sep/24 2:40 PM;712020:c3da1bcd-6a67-4712-81b1-fec30426dd16;tested

!image-20240912-214028.png|width=1866,height=777,alt=""image-20240912-214028.png""!",,,,82444,Manta PCBA NPI 2 - Create Electrical Test Spec,Done,13/Sep/24 3:53 PM
Confluence - Merge Tester Directories,CTET-5222,82459,Task,In Progress,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,11/Sep/24 12:48 PM,17/Sep/24 7:31 AM,18/Sep/24 8:40 AM,,,0,,,,Alex Wong,,,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@42fe7349,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-4269,Confluence - Update and Organize,,,,,,,,,,0.0,,,,,,,,,,,,,2|i06ri9:r,,,,,,,,,,,,,,,,,,,,,CTET 91824,,,,,,,,,,,,,,,,6.0,,,0.0,,,,,,,,,,2.0,,,,,,,,,,,80786,Confluence - Update and Organize,In Progress,13/Sep/24 11:02 AM
Penguin e-Fuse,CTET-5219,82456,Task,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Christopher Hoseit,712020:f79a7231-7d2a-4f94-aeba-f73d847ed4a9,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,11/Sep/24 12:44 PM,18/Sep/24 8:40 AM,18/Sep/24 8:40 AM,,,0,,"The Penguin e-Fuse is currently tested by resetting the board and doing external measurements. implementing this for production over CAN will help the test time because we wont need to reboot the manta and wait, we can just run tests and have better cycle times.

CTET Test Spec:

[https://generacet.atlassian.net/wiki/spaces/CTET/pages/502464888/001+System+Architecture+Manta+NPI+2B|https://generacet.atlassian.net/wiki/spaces/CTET/pages/502464888/001+System+Architecture+Manta+NPI+2B|smart-link]  

Ticket on Manta Firmware's Jira:

[https://generacet.atlassian.net/browse/MANTA-475|https://generacet.atlassian.net/browse/MANTA-475|smart-link] ",,dan.saft,Erich Beyer,,712020:7f94a73c-76ef-4e49-955f-0610691041b5,712020:b063ae4d-b604-4c62-856d-f0138b203869,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@e8a59e3,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-5208,Manta PCBA NPI 2 - Create Electrical Test Spec,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07dhl:,,,,,,,,,,,,,,,,,,,,,CTET 91124,CTET 91824,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,3.0,,,,,,,,,,,82444,Manta PCBA NPI 2 - Create Electrical Test Spec,To Do,11/Sep/24 12:44 PM
"Flyback, IGBT and e-Fuse Firmware requests",CTET-5218,82455,Task,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Christopher Hoseit,712020:f79a7231-7d2a-4f94-aeba-f73d847ed4a9,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,11/Sep/24 12:41 PM,18/Sep/24 8:40 AM,18/Sep/24 8:40 AM,,,0,,"we have 4 outstanding tickets to test the flyback on the 24V /120V circuit. this also involves the e-fuse and IGBT control/monitoring

CTET Test Spec:

[https://generacet.atlassian.net/wiki/spaces/CTET/pages/502464888/001+System+Architecture+Manta+NPI+2B|https://generacet.atlassian.net/wiki/spaces/CTET/pages/502464888/001+System+Architecture+Manta+NPI+2B|smart-link]  

Ticket on Manta Firmware's Jira:

[https://generacet.atlassian.net/browse/MANTA-471|https://generacet.atlassian.net/browse/MANTA-471|smart-link] 

[https://generacet.atlassian.net/browse/MANTA-427|https://generacet.atlassian.net/browse/MANTA-427|smart-link] 

[https://generacet.atlassian.net/browse/MANTA-430|https://generacet.atlassian.net/browse/MANTA-430|smart-link] 

[https://generacet.atlassian.net/browse/MANTA-434|https://generacet.atlassian.net/browse/MANTA-434|smart-link] ",,dan.saft,Erich Beyer,,712020:7f94a73c-76ef-4e49-955f-0610691041b5,712020:b063ae4d-b604-4c62-856d-f0138b203869,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6749d4d8,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-5208,Manta PCBA NPI 2 - Create Electrical Test Spec,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07dhd:,,,,,,,,,,,,,,,,,,,,,CTET 91124,CTET 91824,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,3.0,,,,,,,,,,,82444,Manta PCBA NPI 2 - Create Electrical Test Spec,To Do,11/Sep/24 12:41 PM
Confirm Firmware has Implemented Secure Element,CTET-5216,82453,Task,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Christopher Hoseit,712020:f79a7231-7d2a-4f94-aeba-f73d847ed4a9,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,11/Sep/24 12:24 PM,18/Sep/24 8:40 AM,18/Sep/24 8:40 AM,,,0,,"Secure element cannot be used at all to our knowledge currently. firmware needs to implement commands to interact with the chip and put this on CAN so we can read it in the test

CTET Test Spec:

[https://generacet.atlassian.net/wiki/spaces/CTET/pages/502464888/001+System+Architecture+Manta+NPI+2B|https://generacet.atlassian.net/wiki/spaces/CTET/pages/502464888/001+System+Architecture+Manta+NPI+2B|smart-link]  

Ticket on Manta Firmware's Jira:

[https://generacet.atlassian.net/browse/MANTA-474|https://generacet.atlassian.net/browse/MANTA-474|smart-link] ",,dan.saft,Erich Beyer,,712020:7f94a73c-76ef-4e49-955f-0610691041b5,712020:b063ae4d-b604-4c62-856d-f0138b203869,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@a7f995a,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-5208,Manta PCBA NPI 2 - Create Electrical Test Spec,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07dgx:,,,,,,,,,,,,,,,,,,,,,CTET 91124,CTET 91824,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,3.0,,,,,,,,,,,82444,Manta PCBA NPI 2 - Create Electrical Test Spec,To Do,11/Sep/24 12:24 PM
Confirm Hardware ID over CAN works,CTET-5215,82452,Task,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Christopher Hoseit,712020:f79a7231-7d2a-4f94-aeba-f73d847ed4a9,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,11/Sep/24 12:23 PM,18/Sep/24 8:40 AM,18/Sep/24 8:40 AM,,,0,,"This required 3 tickets per Firmware’s chosen implementation. it looks like writing is complete but reading is still a ToDo item



CTET Test Spec:

[https://generacet.atlassian.net/wiki/spaces/CTET/pages/502464888/001+System+Architecture+Manta+NPI+2B|https://generacet.atlassian.net/wiki/spaces/CTET/pages/502464888/001+System+Architecture+Manta+NPI+2B|smart-link]  

Ticket on Manta Firmware's Jira:

[https://generacet.atlassian.net/browse/MANTA-412|https://generacet.atlassian.net/browse/MANTA-412|smart-link] 

[https://generacet.atlassian.net/browse/MANTA-470|https://generacet.atlassian.net/browse/MANTA-470|smart-link] 

[https://generacet.atlassian.net/browse/MANTA-424|https://generacet.atlassian.net/browse/MANTA-424|smart-link] ",,dan.saft,Erich Beyer,,712020:7f94a73c-76ef-4e49-955f-0610691041b5,712020:b063ae4d-b604-4c62-856d-f0138b203869,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7a2d0d2e,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-5208,Manta PCBA NPI 2 - Create Electrical Test Spec,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07dgp:,,,,,,,,,,,,,,,,,,,,,CTET 91124,CTET 91824,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,3.0,,,,,,,,,,,82444,Manta PCBA NPI 2 - Create Electrical Test Spec,To Do,11/Sep/24 12:23 PM
