Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Project url,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Description,Environment,Watchers,Watchers,Watchers Id,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Custom field (1. Reason for Change),Custom field (2. Parties Impacted),Custom field (3. Work Instructions Affected),Custom field (4. Training Plan Required),Custom field (Acceptance Criteria),Custom field (Acceptance Test(s)),Custom field (Additional Guidance),Custom field (Affected services),Custom field (Approvals),Custom field (Attachment count),Custom field (Begin Date),Custom field (Bug Description (with template)),Custom field (Bugs of Epic count),Custom field (Bugs of Epic in Done status category count),Custom field (Bugs of Epic in In Progress status category count),Custom field (Bugs of Epic in To Do status category count),Custom field (CVSS),Custom field (CWE),Custom field (Category),Custom field (Category - Root Cause),Custom field (Change Type),Custom field (Checklist Completed),Custom field (Checklist Content YAML),Custom field (Checklist Progress),Custom field (Checklist Progress %),Custom field (Checklist Text),Custom field (Checklist Text (view-only)),Custom field (Children of Epic count),Custom field (Children of Epic in Done status category count),Custom field (Children of Epic in In Progress status category count),Custom field (Children of Epic in To Do status category count),Custom field (Cloud Platform),Custom field (Cloud Project),Custom field (Comment count),Custom field (Date Implemented),Custom field (Definition of Done),Custom field (Definition of Done),Custom field (Description (with template)),Custom field (Development),Custom field (DoD),Custom field (Domain),Custom field (End Date),Custom field (Epic Color),Custom field (Epic Link),Epic Link Summary,Custom field (Epic Name),Custom field (Epic Status),Custom field (Expected Result),Custom field (External issue ID),Custom field (Goals),Custom field (Inherent impact),Custom field (Inherent probability),Custom field (Inherent risk),Custom field (Issue color),Custom field (Issue link count),Custom field (Link),Custom field (Link to Aha),Custom field (Locked forms),Custom field (Neurio Project),Custom field (Neurio Team),Custom field (Observed Result),Custom field (Open forms),Custom field (PWRfleet Bug Template),Custom field (Parent Link),Custom field (Persona),Custom field (Project overview key),Custom field (Project overview status),Custom field (Rank),Custom field (Remaining Story Points),Custom field (Remaining story points),Custom field (Remaining story points),Custom field (Remaining story points),Custom field (Remaining story points),Custom field (Repository URL),Custom field (Request Type),Custom field (Request language),Custom field (Request participants),Custom field (Residual impact),Custom field (Residual probability),Custom field (Residual risk),Custom field (Responders),Custom field (Revision),Custom field (Risk updated),Custom field (Risk updated by),Satisfaction rating,Custom field (Satisfaction date),Custom field (Security Vulnerability Type),Custom field (Sentiment),Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Custom field (Start date),Custom field (Steps To Reproduce),Custom field (Stories of Epic count),Custom field (Stories of Epic in Done status category count),Custom field (Stories of Epic in In Progress status category count),Custom field (Stories of Epic in To Do status category count),Custom field (Story Points),Custom field (Story Points),Custom field (Story Points),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Subtask count),Custom field (Subtype),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Time to first response),Custom field (Time to resolution),Custom field (Total forms),Custom field (Triaged),Custom field (Tshirt Size),Custom field (Updated by users count),Custom field (User Story),Custom field (Vulnerability),Custom field (WizID),Custom field (Work category),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Comment,Comment,Parent,Parent summary,Status Category,Status Category Changed
Improve current logic in function that measures relay trip time and validate it.,CTET-4924,81945,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Major,Done,Seun Osiyemi,60957172a56f2f006f65f1e9,Seun Osiyemi,60957172a56f2f006f65f1e9,Seun Osiyemi,60957172a56f2f006f65f1e9,28/Aug/24 11:39 AM,03/Sep/24 4:30 PM,28/Aug/24 2:50 PM,03/Sep/24 4:30 PM,,0,,,Seun Osiyemi,,60957172a56f2f006f65f1e9,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@386a431c,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,{},,,,,CTET-3009,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,,,,,,,,,,,,,,,,,,,,,,,2|i07ayx:,,,,,,,,,,,,,,,,,,,,,CTET 82824,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,3_*:*_1_*:*_535799747_*|*_10000_*:*_1_*:*_20299_*|*_10001_*:*_1_*:*_0,"03/Sep/24 4:28 PM;60957172a56f2f006f65f1e9;{noformat}package voltron

import (
	""fmt""
	""time""

	""go.uber.org/zap""
)

type relayState string

// Relay data signals.
const (
	MainRelayStateOpen   relayState = ""open""
	MainRelayStateClosed relayState = ""closed""
)

// MeasureTripTime measures the duration it takes for the main relay to open/close by reading the verivolt
// grid and inverter voltage measurements, and stopping the trip timer when the logic condition is met.
// To properly use this function, call it immediately after triggering the grid fault event.
func MeasureTripTime(rs relayState, logger *zap.Logger,
	loopDuration time.Duration) (time.Duration, error) {
	logger.Info(""measuring_time_it_takes_the_main_relay_to_trip"")

	tripTimerStart := time.Now()

	const (
		relayTripTolerancePu float64 = 0.0005 // 0.05% tolerance for now.
	)

	var (
		gridVoltageData map[string]float64
		gridVoltageL1   float64
		gridVoltageL2   float64
		invVoltageData  map[string]float64
		invVoltageL1    float64
		invVoltageL2    float64
		tripTime        time.Duration
		err             error
	)

	gridSignals := []string{
		VvGridL1SignalVolts, // verivolt grid L1-N voltage.
		VvGridL2SignalVolts, // verivolt grid L2-N voltage.
	}

	inverterSignals := []string{
		VvInvL1SignalVolts, // verivolt inverter L1 Voltage.
		VvInvL2SignalVolts, // verivolt inverter L2 Voltage.
	}

	relayTransitionObserved := false

	logger.Info(fmt.Sprintf(""measuring_time_it_takes_the_main_relay_to_trip_%s"", rs))
	for time.Since(tripTimerStart) < loopDuration {
		gridVoltageData, err = ReadSignal(gridSignals, ReadSignalDuration, logger)
		if err != nil {
			logger.Error(""failed_to_read_signal"", zap.Error(err))
			return 0, fmt.Errorf(""failed_to_read_signal"")
		}
		gridVoltageL1 = gridVoltageData[VvGridL1SignalVolts]
		gridVoltageL2 = gridVoltageData[VvGridL2SignalVolts]

		deltaGridL1 := gridVoltageL1 * relayTripTolerancePu
		deltaGridL2 := gridVoltageL2 * relayTripTolerancePu

		invVoltageData, err = ReadSignal(inverterSignals, ReadSignalDuration, logger)
		if err != nil {
			logger.Error(""failed_to_read_signal"", zap.Error(err))
			return 0, fmt.Errorf(""failed_to_read_signal"")
		}
		invVoltageL1 = invVoltageData[VvInvL1SignalVolts]
		invVoltageL2 = invVoltageData[VvInvL2SignalVolts]

		if relayTransitioned(rs, invVoltageL1, invVoltageL2,
			gridVoltageL1, gridVoltageL2, deltaGridL1, deltaGridL2) {
			relayTransitionObserved = true
			logger.Info(fmt.Sprintf(""%s_relay_condition_met"", rs))
			break
		}
		time.Sleep(BusyWaitingDelay)
	}
	tripTime = time.Since(tripTimerStart)
	logger.Info(fmt.Sprintf(""time_taken_to_meet_%s_relay_recondition"", rs), zap.Duration(""trip_time"", tripTime))

	// Return if the condition is not met within loopDuration.
	if !relayTransitionObserved {
		return 0, fmt.Errorf(""relay_condition_not_met_within_allowed_duration"")
	}

	return tripTime, nil
}

func relayTransitioned(
	rs relayState,
	invVoltageL1,
	invVoltageL2,
	gridVoltageL1,
	gridVoltageL2,
	deltaGridL1 float64,
	deltaGridL2 float64,
) bool {
	result := false
	if (rs == MainRelayStateOpen &&
		invVoltageL1 > gridVoltageL1+deltaGridL1 ||
		invVoltageL1 < gridVoltageL1-deltaGridL1 ||
		invVoltageL2 > gridVoltageL2+deltaGridL2 ||
		invVoltageL2 < gridVoltageL2-deltaGridL2) ||
		(rs == MainRelayStateClosed &&
			invVoltageL1 < gridVoltageL1+deltaGridL1 &&
			invVoltageL1 > gridVoltageL1-deltaGridL1 &&
			invVoltageL2 < gridVoltageL2+deltaGridL2 &&
			invVoltageL2 > gridVoltageL2-deltaGridL2) {
		result = true
	}
	return result
}
{noformat}",03/Sep/24 4:30 PM;60957172a56f2f006f65f1e9;Refer to measure_trip_time.go in voltron directory of the hotfix-compliance-tests branch to see the new functions.,78310,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,Done,03/Sep/24 4:30 PM
Investigate system behavior while importing with high SoC,CTET-4923,81944,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Seun Osiyemi,60957172a56f2f006f65f1e9,Seun Osiyemi,60957172a56f2f006f65f1e9,Seun Osiyemi,60957172a56f2f006f65f1e9,28/Aug/24 11:35 AM,03/Sep/24 9:31 AM,04/Sep/24 2:25 PM,03/Sep/24 9:31 AM,,0,[https://neurio.slack.com/archives/C05HV3VHV16/p1724869830730439|https://neurio.slack.com/archives/C05HV3VHV16/p1724869830730439],,Seun Osiyemi,,60957172a56f2f006f65f1e9,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@594e8218,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,{},,,,,CTET-3010,24-Q2-KR7.2: Validate BM Firmware Release in 48 Hours,,,,,,,,,,,,,,,,,,,,,,,2|i07azp:,,,,,,,,,,,,,,,,,,,,,CTET 82824,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,3_*:*_1_*:*_437665994_*|*_10000_*:*_1_*:*_73302555_*|*_10001_*:*_1_*:*_0,,,78311,24-Q2-KR7.2: Validate BM Firmware Release in 48 Hours,Done,03/Sep/24 9:31 AM
Root cause inverter giving sequencer_failure alarm,CTET-4921,81941,Task,In Progress,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Ardalan Abolfazli,712020:b7d2759e-9227-4dae-baf9-74d9295238d5,Ardalan Abolfazli,712020:b7d2759e-9227-4dae-baf9-74d9295238d5,Ardalan Abolfazli,712020:b7d2759e-9227-4dae-baf9-74d9295238d5,28/Aug/24 9:41 AM,04/Sep/24 2:23 PM,04/Sep/24 2:25 PM,,,0,,,Ardalan Abolfazli,,712020:b7d2759e-9227-4dae-baf9-74d9295238d5,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@8729f06,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,{},,,,,CTET-3003,"24-Q2-KR3.3: Inverter EOL coverage updated based on test spec, engineering feedback, and failure Pareto",,,,,,,,,,,,,,,,,,,,,,,2|i077md:v,,,,,,,,,,,,,,,,,,,,,CTET 82124,CTET 82824,CTET 90424,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,78304,"24-Q2-KR3.3: Inverter EOL coverage updated based on test spec, engineering feedback, and failure Pareto",In Progress,28/Aug/24 9:49 AM
Root cause failed RE demo inverter,CTET-4920,81940,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Ardalan Abolfazli,712020:b7d2759e-9227-4dae-baf9-74d9295238d5,Ardalan Abolfazli,712020:b7d2759e-9227-4dae-baf9-74d9295238d5,Ardalan Abolfazli,712020:b7d2759e-9227-4dae-baf9-74d9295238d5,28/Aug/24 9:40 AM,03/Sep/24 12:45 PM,04/Sep/24 2:25 PM,03/Sep/24 12:45 PM,28/Aug/24 12:00 AM,0,,,Ardalan Abolfazli,,712020:b7d2759e-9227-4dae-baf9-74d9295238d5,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5d452973,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,{},,,,,CTET-3003,"24-Q2-KR3.3: Inverter EOL coverage updated based on test spec, engineering feedback, and failure Pareto",,,,,,,,,,,,,,,,,,,,,,,2|i077md:x,,,,,,,,,,,,,,,,,,,,,CTET 82124,CTET 82824,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,3_*:*_1_*:*_528928742_*|*_10000_*:*_1_*:*_593986_*|*_10001_*:*_1_*:*_0,,,78304,"24-Q2-KR3.3: Inverter EOL coverage updated based on test spec, engineering feedback, and failure Pareto",Done,03/Sep/24 12:45 PM
Create functionality for getting grid sim in and out of resistor mode,CTET-4918,81938,Task,In Progress,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Ardalan Abolfazli,712020:b7d2759e-9227-4dae-baf9-74d9295238d5,Ardalan Abolfazli,712020:b7d2759e-9227-4dae-baf9-74d9295238d5,Ardalan Abolfazli,712020:b7d2759e-9227-4dae-baf9-74d9295238d5,28/Aug/24 9:37 AM,04/Sep/24 2:23 PM,04/Sep/24 2:25 PM,,03/Sep/24 12:00 AM,0,,,Ardalan Abolfazli,,712020:b7d2759e-9227-4dae-baf9-74d9295238d5,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6b9fbbf5,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,{},,,,,CTET-3003,"24-Q2-KR3.3: Inverter EOL coverage updated based on test spec, engineering feedback, and failure Pareto",,,,,,,,,,,,,,,,,,,,,,,2|i077rw:r,,,,,,,,,,,,,,,,,,,,,CTET 82824,CTET 90424,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,78304,"24-Q2-KR3.3: Inverter EOL coverage updated based on test spec, engineering feedback, and failure Pareto",In Progress,29/Aug/24 3:35 PM
Automate LV testing,CTET-4892,81871,Task,In Progress,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Ardalan Abolfazli,712020:b7d2759e-9227-4dae-baf9-74d9295238d5,Ardalan Abolfazli,712020:b7d2759e-9227-4dae-baf9-74d9295238d5,Ardalan Abolfazli,712020:b7d2759e-9227-4dae-baf9-74d9295238d5,27/Aug/24 9:03 AM,04/Sep/24 2:23 PM,04/Sep/24 2:25 PM,,,0,,,Ardalan Abolfazli,,712020:b7d2759e-9227-4dae-baf9-74d9295238d5,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@26af39b2,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,{},,,,,CTET-3003,"24-Q2-KR3.3: Inverter EOL coverage updated based on test spec, engineering feedback, and failure Pareto",,,,,,,,,,,,,,,,,,,,,,,2|i077md:r,,,,,,,,,,,,,,,,,,,,,CTET 82124,CTET 82824,CTET 90424,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,78304,"24-Q2-KR3.3: Inverter EOL coverage updated based on test spec, engineering feedback, and failure Pareto",In Progress,28/Aug/24 9:35 AM
Export Xray Test Procedures,CTET-4884,81835,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Critical,Done,Tanner Whipps,712020:6db8ec7c-44cf-4e10-b192-736802f9538b,Tanner Whipps,712020:6db8ec7c-44cf-4e10-b192-736802f9538b,Tanner Whipps,712020:6db8ec7c-44cf-4e10-b192-736802f9538b,26/Aug/24 12:10 PM,30/Aug/24 1:54 PM,04/Sep/24 2:25 PM,30/Aug/24 1:54 PM,,0,Need hard copy of all test procedures ,,Tanner Whipps,,712020:6db8ec7c-44cf-4e10-b192-736802f9538b,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@a617142,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,{},,,,,CTET-3010,24-Q2-KR7.2: Validate BM Firmware Release in 48 Hours,,,,,,,,,,,,,,,,,,,,,,,2|i07acx:,,,,,,,,,,,,,,,,,,,,,CTET 82124,CTET 82824,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,3_*:*_1_*:*_351794851_*|*_10000_*:*_1_*:*_33071_*|*_10001_*:*_1_*:*_0,,,78311,24-Q2-KR7.2: Validate BM Firmware Release in 48 Hours,Done,30/Aug/24 1:54 PM
ADC Snapshot to Orcan/integration,CTET-4805,81748,Task,In Progress,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,aaron.zetley,712020:e41a6d8a-f4fc-4456-b585-c1d3052a1bd4,aaron.zetley,712020:e41a6d8a-f4fc-4456-b585-c1d3052a1bd4,aaron.zetley,712020:e41a6d8a-f4fc-4456-b585-c1d3052a1bd4,26/Aug/24 9:27 AM,04/Sep/24 2:23 PM,04/Sep/24 2:25 PM,,,0,,,aaron.zetley,,712020:e41a6d8a-f4fc-4456-b585-c1d3052a1bd4,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@15a8270d,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,{},,,,,CTET-2992,24-Q2-KR5.4: ALP PCBA Tester Built & Tested,,,,,,,,,,,,,,,,,,,,,,,2|i079tt:,,,,,,,,,,,,,,,,,,,,,CTET 82124,CTET 82824,CTET 90424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78293,24-Q2-KR5.4: ALP PCBA Tester Built & Tested,In Progress,28/Aug/24 1:46 PM
Update design w/ design improvements,CTET-4794,81702,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Jon Thomas,712020:cdffb633-796d-417e-9c44-667e697189ff,Jon Thomas,712020:cdffb633-796d-417e-9c44-667e697189ff,Jon Thomas,712020:cdffb633-796d-417e-9c44-667e697189ff,23/Aug/24 9:11 AM,30/Aug/24 9:44 AM,04/Sep/24 2:25 PM,30/Aug/24 9:44 AM,,0,,,Jon Thomas,,712020:cdffb633-796d-417e-9c44-667e697189ff,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@1c5344ee,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,{},,,,,CTET-3063,24-Q2-KR2.4: SDS EOL Interface Fixture updated and improved,,,,,,,,,,,,,,,,,,,,,,,2|i079m9:,,,,,,,,,,,,,,,,,,,,,CTET 82124,CTET 82824,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,10000_*:*_1_*:*_606769348_*|*_10001_*:*_1_*:*_0,,,78512,24-Q2-KR2.4: SDS EOL Interface Fixture updated and improved,Done,30/Aug/24 9:44 AM
Support EOL Tester,CTET-4793,81699,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Ian Gills,712020:438dcff5-c309-4f6e-ae72-9bfbcf103c08,Ian Gills,712020:438dcff5-c309-4f6e-ae72-9bfbcf103c08,Ian Gills,712020:438dcff5-c309-4f6e-ae72-9bfbcf103c08,22/Aug/24 5:16 PM,29/Aug/24 4:59 PM,04/Sep/24 2:25 PM,29/Aug/24 4:59 PM,,0,,,Ian Gills,,712020:438dcff5-c309-4f6e-ae72-9bfbcf103c08,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@41d58527,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,{},,,,,CTET-1739,24Q1-KR1.2: Commission SDS functional tester,,,,,,,,,,,,,,,,,,,,,,,2|i0780o:,,,,,,,,,,,,,,,,,,,,,CTET 82124,CTET 82824,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,10000_*:*_1_*:*_603803382_*|*_10001_*:*_1_*:*_0,,,73932,24Q1-KR1.2: Commission SDS functional tester,Done,29/Aug/24 4:59 PM
Support Voltron Build,CTET-4792,81698,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Ian Gills,712020:438dcff5-c309-4f6e-ae72-9bfbcf103c08,Ian Gills,712020:438dcff5-c309-4f6e-ae72-9bfbcf103c08,Ian Gills,712020:438dcff5-c309-4f6e-ae72-9bfbcf103c08,22/Aug/24 5:15 PM,29/Aug/24 4:59 PM,04/Sep/24 2:25 PM,29/Aug/24 4:59 PM,,0,,,Ian Gills,,712020:438dcff5-c309-4f6e-ae72-9bfbcf103c08,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@1778b0a8,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,{},,,,,CTET-1745,24Q1-KR2.1: Bring Voltron to life,,,,,,,,,,,,,,,,,,,,,,,2|i0780n:,,,,,,,,,,,,,,,,,,,,,CTET 82124,CTET 82824,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,10000_*:*_1_*:*_603824904_*|*_10001_*:*_1_*:*_0,,,73938,24Q1-KR2.1: Bring Voltron to life,Done,29/Aug/24 4:59 PM
Fill out Goals,CTET-4791,81697,Task,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Ian Gills,712020:438dcff5-c309-4f6e-ae72-9bfbcf103c08,Ian Gills,712020:438dcff5-c309-4f6e-ae72-9bfbcf103c08,Ian Gills,712020:438dcff5-c309-4f6e-ae72-9bfbcf103c08,22/Aug/24 5:15 PM,04/Sep/24 2:23 PM,04/Sep/24 2:25 PM,,,0,,,Ian Gills,,712020:438dcff5-c309-4f6e-ae72-9bfbcf103c08,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@110af29d,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,2|i0780l:,,,,,,,,,,,,,,,,,,,,,CTET 82124,CTET 82824,CTET 90424,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,To Do,22/Aug/24 5:15 PM
Lab cleanup,CTET-4790,81696,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Ian Gills,712020:438dcff5-c309-4f6e-ae72-9bfbcf103c08,Ian Gills,712020:438dcff5-c309-4f6e-ae72-9bfbcf103c08,Ian Gills,712020:438dcff5-c309-4f6e-ae72-9bfbcf103c08,22/Aug/24 5:14 PM,29/Aug/24 4:59 PM,04/Sep/24 2:25 PM,29/Aug/24 4:59 PM,,0,,,Ian Gills,,712020:438dcff5-c309-4f6e-ae72-9bfbcf103c08,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@11a352d1,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,{},,,,,CTET-483,Lab Buildout,,,,,,,,,,,,,,,,,,,,,,,2|i0780h:,,,,,,,,,,,,,,,,,,,,,CTET 82124,CTET 82824,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,10000_*:*_1_*:*_603879935_*|*_10001_*:*_1_*:*_0,,,68003,Lab Buildout,Done,29/Aug/24 4:59 PM
Design and test requirement document - PPT,CTET-4787,81693,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Soham Dange,712020:2b67478a-d210-4a0a-bf27-2e926436841b,Soham Dange,712020:2b67478a-d210-4a0a-bf27-2e926436841b,Soham Dange,712020:2b67478a-d210-4a0a-bf27-2e926436841b,22/Aug/24 4:46 PM,03/Sep/24 4:57 PM,04/Sep/24 2:25 PM,03/Sep/24 4:57 PM,,0,,,Soham Dange,,712020:2b67478a-d210-4a0a-bf27-2e926436841b,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@1e5c6124,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,{},,,,,CTET-4355,Documentation complete [PENGUIN-SECUREBOOT],,,,,,,,,,,,,,,,,,,,,,,2|i079ld:,,,,,,,,,,,,,,,,,,,,,CTET 82124,CTET 82824,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,10000_*:*_1_*:*_1037454343_*|*_10001_*:*_1_*:*_0,,,80906,Documentation complete [PENGUIN-SECUREBOOT],Done,03/Sep/24 4:57 PM
Run fixture test with flash station,CTET-4786,81692,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Soham Dange,712020:2b67478a-d210-4a0a-bf27-2e926436841b,Soham Dange,712020:2b67478a-d210-4a0a-bf27-2e926436841b,Soham Dange,712020:2b67478a-d210-4a0a-bf27-2e926436841b,22/Aug/24 4:45 PM,03/Sep/24 10:24 AM,04/Sep/24 2:25 PM,03/Sep/24 10:24 AM,,0,,,Soham Dange,,712020:2b67478a-d210-4a0a-bf27-2e926436841b,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@3974a508,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,{},,,,,CTET-4354,Validation complete [PENGUIN-SECUREBOOT],,,,,,,,,,,,,,,,,,,,,,,2|i079l5:,,,,,,,,,,,,,,,,,,,,,CTET 82124,CTET 82824,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,3_*:*_1_*:*_599204761_*|*_10000_*:*_1_*:*_414707025_*|*_10001_*:*_1_*:*_0,,,80905,Validation complete [PENGUIN-SECUREBOOT],Done,03/Sep/24 10:24 AM
Study and share conclusion from Aster Demo,CTET-4784,81689,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Soham Dange,712020:2b67478a-d210-4a0a-bf27-2e926436841b,Soham Dange,712020:2b67478a-d210-4a0a-bf27-2e926436841b,Soham Dange,712020:2b67478a-d210-4a0a-bf27-2e926436841b,22/Aug/24 4:37 PM,04/Sep/24 12:14 PM,04/Sep/24 2:25 PM,04/Sep/24 12:14 PM,,0,,,Soham Dange,,712020:2b67478a-d210-4a0a-bf27-2e926436841b,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@778cb84c,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,{},,,,,CTET-4347,Test spec defined [MANTA-ICT],,,,,,,,,,,,,,,,,,,,,,,2|i079kh:,,,,,,,,,,,,,,,,,,,,,CTET 82124,CTET 82824,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,3_*:*_1_*:*_787567831_*|*_10000_*:*_1_*:*_319901383_*|*_10001_*:*_1_*:*_0,,,80898,Test spec defined [MANTA-ICT],Done,04/Sep/24 12:14 PM
